time_s,T1_C,T2_C,T3_C,T4_C,T5_C,T6_C
331,26.46,26.37,25.84,23.82,24.17,23.90
333,26.55,26.46,25.84,23.73,23.82,23.99
335,26.55,26.82,26.02,23.64,23.73,23.99
338,26.37,26.64,26.28,23.82,23.73,23.82
340,26.37,26.55,26.19,23.99,23.82,23.73
342,26.55,26.55,25.93,23.90,24.25,23.90
344,26.82,26.73,25.93,23.64,23.99,24.25
346,26.46,26.73,26.19,23.90,23.73,23.73
348,26.55,26.64,26.02,23.99,23.99,23.82
350,26.64,26.64,26.10,23.38,24.08,23.82
352,26.99,26.82,26.02,23.73,23.99,24.08
354,26.91,26.82,26.02,23.73,23.03,24.08
356,25.84,26.99,26.10,23.73,23.90,24.25
358,26.64,26.82,26.10,23.64,23.99,23.82
360,26.73,26.82,26.10,23.99,24.25,23.90
362,26.82,26.82,26.10,23.99,24.25,23.90
364,26.73,26.82,26.19,24.17,23.90,23.73
366,26.73,26.82,26.28,24.25,23.90,23.73
368,26.73,26.99,25.57,23.99,23.82,23.73
370,26.73,27.17,26.55,23.90,23.82,23.82
372,26.73,27.08,26.64,23.90,23.82,23.82
374,26.82,27.35,26.37,23.82,23.90,22.94
376,26.46,27.17,26.19,23.82,24.25,23.99
378,27.08,27.08,26.19,23.99,24.25,23.82
380,26.82,27.26,26.28,23.90,23.82,23.99
382,26.82,27.26,26.73,23.99,23.90,23.82
384,26.82,27.17,26.64,23.99,23.90,23.82
386,27.17,27.17,26.37,24.08,24.25,23.82
388,27.08,27.53,26.37,23.90,23.99,24.25
390,26.91,27.35,26.82,23.99,23.90,23.73
392,27.08,27.26,26.46,23.73,24.08,23.73
395,26.99,27.53,26.73,23.99,23.90,23.90
397,26.99,27.35,26.55,24.08,23.90,23.73
399,27.26,27.53,26.46,23.99,24.34,23.99
401,27.17,27.35,26.55,23.90,24.08,23.73
403,27.08,27.35,25.84,24.17,23.90,23.73
405,27.26,27.62,26.55,23.99,23.12,23.99
407,27.35,27.44,26.55,24.34,24.17,23.82
409,26.46,27.62,26.55,23.99,23.47,23.90
411,27.53,27.71,26.55,23.99,24.34,23.99
413,27.62,27.62,26.64,24.17,24.34,23.90
415,27.44,27.53,26.55,24.25,24.25,23.82
417,27.35,27.53,26.73,24.52,24.08,23.64
419,27.26,27.80,26.91,24.08,23.99,24.34
421,27.35,27.98,26.82,23.99,24.08,24.08
423,27.35,27.62,26.73,24.43,24.08,23.64
425,27.35,27.80,26.73,24.17,24.43,23.99
427,27.44,27.62,26.73,24.43,24.17,23.64
429,27.53,27.71,26.73,23.29,24.25,23.73
431,27.44,27.71,26.82,24.60,24.17,23.82
433,27.35,27.98,27.08,24.17,23.99,23.99
435,27.71,27.80,26.73,24.25,24.43,23.90
437,27.44,27.89,27.17,24.25,23.99,23.90
439,26.82,27.98,26.82,24.17,24.25,23.99
441,27.44,27.98,27.17,24.25,23.99,23.99
443,27.53,27.89,27.17,24.43,24.17,23.82
445,27.80,27.89,26.91,23.47,24.25,23.82
447,27.80,27.89,26.91,24.60,24.25,23.82
449,27.62,27.35,27.08,24.17,24.17,24.25
452,27.62,27.98,27.17,24.52,24.08,23.82
454,27.98,28.07,26.91,24.43,24.43,23.82
456,27.62,27.80,27.08,24.17,24.17,24.25
458,27.98,28.16,26.99,24.34,24.52,23.82
460,27.89,28.07,27.08,24.60,24.17,23.82
462,27.71,28.07,27.17,24.25,24.25,24.17
464,27.71,28.16,26.73,24.52,24.08,23.90
466,28.16,28.25,27.08,24.43,24.43,23.82
468,27.71,28.34,27.35,24.34,24.08,23.03
470,27.80,28.43,27.35,24.34,24.17,23.99
472,27.80,28.25,26.55,24.52,24.08,23.90
474,27.98,28.52,27.17,24.34,23.38,23.99
476,28.07,28.52,27.17,24.34,24.60,23.90
478,27.89,28.34,27.53,24.43,24.17,24.08
480,27.98,28.71,27.26,24.34,24.43,24.17
482,28.25,28.43,27.17,24.52,24.52,23.03
484,27.98,28.43,27.44,24.60,24.17,23.82
486,28.07,28.34,27.35,24.69,24.25,23.73
488,28.25,28.43,27.26,24.08,24.34,23.82
490,28.16,28.71,27.26,24.43,23.99,23.99
492,27.98,28.52,27.71,24.52,24.17,24.08
494,28.25,28.71,27.35,24.52,24.52,23.90
496,28.07,28.80,27.53,24.43,24.34,24.17
498,28.25,28.71,27.35,24.52,24.69,23.90
500,28.07,28.25,27.44,24.43,24.34,24.17
502,28.07,28.71,27.35,24.52,24.69,23.82
504,28.16,27.98,27.53,24.52,24.34,24.17
506,28.52,28.71,27.35,24.78,24.52,23.82
509,28.16,28.71,26.82,24.69,24.25,23.82
511,28.43,28.80,27.44,24.69,24.60,23.73
513,28.25,28.71,27.71,24.69,24.25,23.82
515,28.61,28.80,27.44,24.78,24.60,23.82
517,28.25,28.80,27.80,24.60,24.25,24.08
519,28.43,29.07,27.53,24.52,23.55,23.90
521,28.52,28.89,27.53,24.69,24.69,23.82
523,28.52,28.89,27.62,24.87,24.43,23.73
525,28.34,29.07,27.80,24.60,24.43,23.82
527,28.34,28.34,27.71,24.60,24.43,24.17
529,28.07,29.07,27.62,24.69,24.69,23.82
531,28.43,29.25,27.71,24.60,24.60,23.99
533,28.43,28.98,27.98,24.69,24.34,23.90
535,28.43,28.52,27.80,24.60,24.43,24.08
537,28.61,29.25,27.71,24.69,24.69,23.82
539,28.43,28.98,27.80,24.60,24.52,24.08
541,28.52,29.07,27.89,24.87,24.34,23.82
543,28.61,29.07,27.89,24.96,24.34,23.82
545,28.80,29.16,27.71,24.87,24.69,23.73
547,28.61,29.16,27.26,24.69,24.43,23.90
549,28.52,29.16,28.16,24.78,24.43,22.94
551,28.61,29.34,27.98,24.69,24.43,24.17
553,28.80,29.34,27.80,24.87,24.78,23.82
555,28.61,28.71,27.98,24.69,24.52,23.99
557,28.71,29.53,27.89,24.69,24.78,23.90
559,28.61,29.34,28.25,24.87,24.34,22.94
561,28.98,29.25,27.89,25.13,24.60,23.73
563,28.89,29.25,27.98,25.22,24.52,23.73
565,28.71,28.71,28.07,24.78,24.60,23.99
568,28.89,29.34,28.07,25.04,24.43,23.82
570,28.61,29.53,27.89,24.96,24.69,23.73
572,28.80,29.43,28.25,24.87,24.43,23.03
574,28.80,29.43,28.34,24.87,24.52,24.08
576,28.89,29.80,28.07,24.87,24.17,23.82
578,29.16,29.53,28.07,25.22,24.60,23.64
580,28.89,29.71,28.25,24.87,24.60,24.17
582,28.89,29.53,28.43,24.96,24.52,23.90
584,29.25,29.62,28.07,24.17,24.60,23.73
586,28.98,29.53,28.25,24.96,24.52,22.94
588,28.98,29.62,28.43,24.96,24.52,22.86
590,29.07,29.89,28.16,24.96,24.87,24.17
592,29.07,29.89,28.16,24.96,24.69,23.82
594,29.07,29.89,28.07,24.96,24.69,23.73
596,29.07,29.71,28.52,25.04,24.52,23.03
598,29.16,29.99,28.16,24.96,24.17,23.90
600,29.07,29.80,28.16,25.13,24.78,23.73
602,29.07,29.25,28.34,24.96,24.78,23.99
604,29.25,29.71,28.34,25.22,24.60,23.90
606,29.34,29.89,28.25,24.25,24.69,23.73
608,29.25,29.80,28.43,25.13,24.52,23.99
610,29.34,29.99,28.25,25.13,24.87,23.73
612,29.16,29.99,28.52,25.04,24.60,24.08
614,29.16,30.08,28.52,25.04,24.78,24.08
616,29.25,29.53,28.43,25.04,24.96,23.90
618,29.25,30.17,28.52,25.04,24.69,24.08
620,29.25,30.17,28.43,25.04,23.90,23.90
622,29.25,30.26,28.43,25.04,24.60,23.90
625,29.25,29.53,28.43,25.04,24.96,23.99
627,29.62,29.99,28.43,24.96,24.78,23.82
629,29.53,30.17,28.34,25.22,25.04,23.82
631,29.34,29.43,28.52,25.13,24.87,23.99
633,29.34,29.99,28.52,25.13,24.96,24.08
635,29.34,29.62,28.52,25.13,25.04,23.82
637,29.43,30.08,28.61,25.22,24.69,22.94
639,29.53,30.35,28.43,25.22,25.04,23.82
641,29.43,29.71,28.61,25.13,24.52,23.90
643,29.43,30.26,28.52,24.43,24.87,23.82
645,29.62,30.17,28.80,25.31,24.69,24.08
647,29.53,30.45,28.52,25.22,25.04,23.73
649,29.62,30.17,28.80,25.31,24.69,23.99
651,29.62,30.45,28.61,25.31,25.04,23.64
653,29.80,30.45,28.52,25.48,24.87,23.73
655,29.62,30.26,28.89,25.31,24.78,24.17
657,29.71,30.35,28.98,25.31,24.78,24.25
659,29.71,30.35,28.43,25.31,24.69,23.90
661,29.71,30.35,28.98,25.40,24.69,24.17
663,29.71,30.35,28.89,25.48,24.69,23.90
